end;AccountsPayableCurrent;AccountsReceivableNetCurrent;AccrualForEnvironmentalLossContingencies;AccruedEnvironmentalLossContingenciesCurrent;AccruedEnvironmentalLossContingenciesNoncurrent;AccruedIncomeTaxesCurrent;AccruedLiabilitiesCurrent;AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment;AccumulatedOtherComprehensiveIncomeLossCumulativeChangesInNetGainLossFromCashFlowHedgesEffectNetOfTax;AccumulatedOtherComprehensiveIncomeLossNetOfTax;AdditionalPaidInCapital;AdditionalPaidInCapitalCommonStock;AssetRetirementObligationsNoncurrent;Assets;AssetsCurrent;BusinessCombinationAcquisitionRelatedCosts;CashAndCashEquivalentsAtCarryingValue;CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents;CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations;CollateralAlreadyPostedAggregateFairValue;CommonStockValue;ComprehensiveIncomeNetOfTax;CostOfGoodsAndServicesSold;CostOfGoodsSoldExcludingDepreciationDepletionAndAmortization;CostOfRevenue;DebtInstrumentCarryingAmount;DebtInstrumentUnamortizedDiscountPremiumNet;DeferredCreditsAndOtherLiabilitiesNoncurrent;DeferredFinanceCostsNet;DeferredIncomeTaxExpenseBenefit;DeferredIncomeTaxLiabilitiesNet;DeferredTaxLiabilitiesNoncurrent;DepreciationDepletionAndAmortization;DerivativeInstrumentsNotDesignatedAsHedgingInstrumentsGainLossNet;DerivativeNetLiabilityPositionAggregateFairValue;DividendsCommonStockCash;DividendsPreferredStockCash;EquityMethodInvestments;ExplorationExpense;FinanceLeaseLiabilityCurrent;FinanceLeaseLiabilityNoncurrent;GainLossOnDerivativeInstrumentsNetPretax;GainLossOnSaleOfOilAndGasProperty;IncomeLossFromContinuingOperations;IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest;IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments;IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest;IncomeLossFromDiscontinuedOperationsNetOfTax;IncomeLossFromEquityMethodInvestments;IncomeTaxExpenseBenefit;InterestAndDebtExpense;InventoryFinishedGoods;InventoryGross;InventoryLIFOReserve;InventoryNet;InventoryRawMaterials;LiabilitiesAndStockholdersEquity;LiabilitiesCurrent;LongTermDebt;LongTermDebtAndCapitalLeaseObligationsIncludingCurrentMaturities;LongTermDebtCurrent;LongTermDebtNoncurrent;LongTermInvestments;MinorityInterest;NetCashProvidedByUsedInFinancingActivities;NetCashProvidedByUsedInInvestingActivities;NetCashProvidedByUsedInOperatingActivities;NetCashProvidedByUsedInOperatingActivitiesContinuingOperations;NetIncomeLoss;NetIncomeLossAttributableToNoncontrollingInterest;NetIncomeLossAvailableToCommonStockholdersBasic;NetIncomeLossAvailableToCommonStockholdersDiluted;NonoperatingIncomeExpense;NontradeReceivablesCurrent;OperatingExpenses;OperatingLeaseLiabilityCurrent;OperatingLeaseLiabilityNoncurrent;OperatingLeaseRightOfUseAsset;OtherAssetsCurrent;OtherComprehensiveIncomeDefinedBenefitPlansNetUnamortizedGainLossArisingDuringPeriodNetOfTax;OtherComprehensiveIncomeDefinedBenefitPlansNetUnamortizedGainLossArisingDuringPeriodTax;OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationGainLossArisingDuringPeriodNetOfTax;OtherComprehensiveIncomeLossCashFlowHedgeGainLossBeforeReclassificationAfterTax;OtherComprehensiveIncomeLossCashFlowHedgeGainLossBeforeReclassificationTax;OtherComprehensiveIncomeLossCashFlowHedgeGainLossReclassificationAfterTax;OtherComprehensiveIncomeLossNetOfTax;OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent;OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIOnDerivativesNetOfTax;OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIOnDerivativesTax;OtherComprehensiveIncomeUnrealizedGainLossOnDerivativesArisingDuringPeriodNetOfTax;OtherComprehensiveIncomeUnrealizedGainLossOnDerivativesArisingDuringPeriodTax;OtherCostAndExpenseOperating;OtherInventorySupplies;OtherLiabilitiesNoncurrent;PaymentsForRepurchaseOfCommonStock;PaymentsOfDividendsCommonStock;PaymentsToAcquirePropertyPlantAndEquipment;PensionAndOtherPostretirementDefinedBenefitPlansLiabilitiesNoncurrent;PreferredStockValue;ProceedsFromIssuanceOfCommonStock;ProfitLoss;PropertyPlantAndEquipmentNet;RedeemablePreferredStockDividends;RepaymentsOfLongTermDebt;RestrictedCashAndCashEquivalents;RestrictedCashEquivalentsNoncurrent;ResultsOfOperationsExpenseFromOilAndGasProducingActivities;RetainedEarningsAccumulatedDeficit;RevenueFromContractWithCustomerExcludingAssessedTax;Revenues;SalesRevenueNet;SellingGeneralAndAdministrativeExpense;StockholdersEquity;StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest;TaxesExcludingIncomeAndExciseTaxes;TreasuryStockValue;UndistributedEarningsLossAllocatedToParticipatingSecuritiesBasic
2012-06-30;5453000000.0;4959000000.0;336000000.0;79000000.0;257000000.0;148000000.0;2434000000.0;25805000000.0;-11000000.0;-490000000.0;16505000000.0;7371000000.0;4885950115.089796;64283000000.0;12133000000.0;35370145.510920584;4410000000.0;4512802986.151934;-8333333.333333333;73000000.0;177000000.0;1326000000.0;699010500.8077544;;3060000000.0;7600000000.0;3734750091.8057823;9226000000.0;107491014.09566186;324666666.6666667;;5644000000.0;1143000000.0;-88000000.0;32000000.0;;;1047224948.8443112;96000000.0;;-1859415223.574089;;;1332000000.0;-5992845021.950132;2106000000.0;1332000000.0;-4000000.0;101000000.0;875000000.0;28000000.0;998000000.0;1597000000.0;98000000.0;1499000000.0;65000000.0;64283000000.0;7887000000.0;;;;7620000000.0;1972000000.0;;-237000000.0;-2341666666.6666665;2747333333.3333335;2755666666.6666665;1328000000.0;6500395.324593097;1326000000.0;2486049229.5793886;;911000000.0;335000000.0;221024933.8926301;898879764.7791406;1343205852.697709;1713000000.0;8000000.0;5000000.0;-12000000.0;-4504483.081129906;748617.1027458655;-8.964691593214453e-10;-1999999.9999999772;-2000000.0;4000000.0;0.0;-2000000.0;0.0;;534000000.0;3582000000.0;12000000.0;397333333.3333333;2298000000.0;;9762000000.0;13333333.333333334;1521400000.0;49397000000.0;173619290.81342024;-95474378.8819876;;36926887.265804105;;37152000000.0;1337631458.1646836;10750964905.321112;5768000000.0;;39550000000.0;42627717035.992676;167000000.0;4660000000.0;3843160.0764610907
2012-09-30;5504000000.0;5354000000.0;329000000.0;79000000.0;250000000.0;48000000.0;2282000000.0;26934000000.0;-13000000.0;-481000000.0;16505000000.0;7398000000.0;4873013753.8947315;65625000000.0;11909000000.0;49952950.205890834;3760000000.0;3873932909.7278824;-8666666.666666666;59000000.0;178000000.0;1384000000.0;701022617.1243942;;3176000000.0;7600000000.0;3649030628.183813;9695000000.0;106315962.07817858;299333333.3333333;;6111000000.0;1201000000.0;78000000.0;25000000.0;;;1179208320.321753;69000000.0;;-1840430633.106422;;;1379000000.0;-6577586657.197221;2144000000.0;1379000000.0;-4000000.0;90000000.0;855000000.0;36000000.0;745000000.0;1395000000.0;98000000.0;1297000000.0;60000000.0;65625000000.0;7834000000.0;;;;7622000000.0;1982000000.0;;-103000000.0;-2268333333.3333335;2729666666.6666665;2738333333.3333335;1375000000.0;6116621.642730445;1372000000.0;2455403795.834655;;1150000000.0;394000000.0;220366477.85991004;919266370.9224546;1369658462.9041815;1713000000.0;11000000.0;6000000.0;-5500000.0;-4711870.775951445;1390292.4493425938;-1.0773367667186769e-09;9000000.000000004;9000000.0;4000000.0;0.0;-2000000.0;-1000000.0;;590000000.0;3584000000.0;9000000.0;420666666.6666667;2184000000.0;;9762000000.0;11666666.666666666;1438200000.0;50963000000.0;177598740.69565493;63593944.099378854;;38769266.36227366;;38089000000.0;1387520494.0772004;10715220761.453827;5965000000.0;;40474000000.0;43002230861.42934;172000000.0;4710000000.0;4175292.1150091514
2013-03-31;4889000000.0;4995000000.0;332000000.0;80000000.0;252000000.0;94000000.0;2203000000.0;29266000000.0;-17000000.0;-502000000.0;16505000000.0;7468000000.0;4872682783.665434;65824000000.0;10154000000.0;203013261.60131478;2140000000.0;2217201868.578305;-9000000.0;33000000.0;178000000.0;1355000000.0;700166397.4151858;;3137000000.0;7512500000.0;3452299269.20319;10074000000.0;103411022.61154953;274000000.0;;6310000000.0;1259000000.0;59000000.0;35000000.0;;;1175498482.3039982;50000000.0;;-1786530210.3956442;;;1359000000.0;-6815556134.646778;2107000000.0;1359000000.0;-4000000.0;96000000.0;844000000.0;34000000.0;690000000.0;1407000000.0;101000000.0;1306000000.0;74000000.0;65824000000.0;7786000000.0;;;;7024000000.0;1917000000.0;58000000.0;31000000.0;-2195000000.0;2712000000.0;2721000000.0;1355000000.0;7232057.359795779;1353000000.0;684019901.3408413;;1150000000.0;393000000.0;223355071.79026067;932522775.154378;1392550282.673499;1713000000.0;9000000.0;5000000.0;1000000.0;-6888600.548648212;8075053.482869095;-10000000.0;27500000.00000003;27500000.0;4000000.0;3000000.0;-6000000.0;-3000000.0;;643000000.0;3764000000.0;6000000.0;444000000.0;2070000000.0;;9762000000.0;10000000.0;1355000000.0;52981000000.0;190827997.09670192;217597712.5871722;;40427631.786206305;;38829000000.0;1488451845.128767;10786788305.200548;5872000000.0;;40882000000.0;40940000000.0;186000000.0;5091000000.0;4000000.0
2013-06-30;5274000000.0;5221000000.0;327000000.0;80000000.0;247000000.0;29000000.0;2331000000.0;30536000000.0;-9000000.0;-456000000.0;16505000000.0;7510000000.0;4857137717.398555;67422000000.0;10859000000.0;60455636.84633063;3069000000.0;3151027521.7532754;212333333.33333334;12000000.0;178000000.0;1368000000.0;698796445.8804523;;3180000000.0;7425000000.0;3357551495.149706;10312000000.0;105158934.0040934;224333333.33333334;;6658000000.0;1165000000.0;-75000000.0;25000000.0;;;1240481029.7687793;78000000.0;;-1995722940.350601;;;1327000000.0;-7191714564.74887;2142000000.0;1327000000.0;-5000000.0;86000000.0;901000000.0;30000000.0;725000000.0;1441000000.0;101000000.0;1340000000.0;75000000.0;67422000000.0;8234000000.0;;;;7026000000.0;1808000000.0;97000000.0;-441000000.0;-2254333333.3333335;2707000000.0;2494666666.6666665;1322000000.0;6634571.837928593;1319000000.0;571687442.1045835;;1150000000.0;495000000.0;223183112.75528076;937425257.7285775;1396004097.0218885;1229000000.0;9000000.0;6000000.0;1000000.0;-3265645.30161819;2701049.1605431447;-1.111701612124151e-09;46000000.00000003;46000000.0;-1000000.0;0.0;7000000.0;4000000.0;;641000000.0;3654000000.0;319333333.3333333;467333333.3333333;1978000000.0;;9762000000.0;11000000.0;1322000000.0;53949000000.0;180191638.00933284;217597712.5871722;;42255045.52645038;;39634000000.0;2335028369.3713493;10886992941.114183;5962000000.0;;41753000000.0;41850000000.0;196000000.0;5113000000.0;4000000.0
2013-09-30;5671000000.0;5653000000.0;334000000.0;80000000.0;254000000.0;83000000.0;2488000000.0;31844000000.0;-10000000.0;-448000000.0;16505000000.0;7508000000.0;4837694905.490722;69437000000.0;11938000000.0;9205781.41343692;3771000000.0;3886102636.642716;433666666.6666667;28000000.0;178000000.0;1591000000.0;709970113.085622;1691000000.0;3214000000.0;7337500000.0;10592181968.614265;10666000000.0;104751526.05757539;174666666.6666667;;7048000000.0;1071000000.0;56000000.0;19000000.0;;;1090350249.5099378;68000000.0;;-4386362500.161857;;525000000.0;1588000000.0;-7568046328.049605;2519000000.0;1588000000.0;-5000000.0;106000000.0;1037000000.0;29000000.0;708000000.0;1429000000.0;101000000.0;1328000000.0;74000000.0;69437000000.0;8842000000.0;;;;6961000000.0;1713000000.0;178000000.0;-913000000.0;-2313666666.6666665;2702000000.0;2268333333.3333335;1583000000.0;-6680672.171154827;1579000000.0;461044378.1872771;;1255608184.2912207;459000000.0;226403070.3062772;948909302.3968643;1421901670.0235744;1186000000.0;9000000.0;5000000.0;500000.0;3206410.6473872997;490098.6570734014;-5636501.414921203;8000000.000000032;8000000.0;1000000.0;0.0;1000000.0;0.0;;647000000.0;3618000000.0;632666666.6666666;345199021.66804653;1886000000.0;;9762000000.0;12000000.0;1583000000.0;55027000000.0;174641054.20245713;135478968.48136163;;43859836.65656811;;40700000000.0;3079564157.3910475;10867723469.345617;6449000000.0;;42790000000.0;42968000000.0;186000000.0;5148000000.0;4000000.0
2014-03-31;5423000000.0;5233000000.0;322000000.0;78000000.0;244000000.0;326000000.0;2346000000.0;33746000000.0;-10000000.0;-296000000.0;16505000000.0;7543000000.0;4839632234.887828;69275000000.0;10899000000.0;44786736.395549685;2332000000.0;2442484607.0494914;655000000.0;22000000.0;178000000.0;1397000000.0;690576736.6720517;1691000000.0;2620000000.0;7250000000.0;3103716020.582142;10839000000.0;97544753.90709914;125000000.0;;7398000000.0;977000000.0;12000000.0;8000000.0;;;776822829.7018896;24000000.0;;-2399061691.3687305;;525000000.0;1135000000.0;-8378247474.205981;1864000000.0;1137000000.0;255000000.0;67000000.0;794000000.0;22000000.0;688000000.0;1399000000.0;91000000.0;1308000000.0;81000000.0;69275000000.0;8190000000.0;;;;6877000000.0;1511000000.0;371000000.0;-1385000000.0;-2373000000.0;2697000000.0;2042000000.0;1390000000.0;2000000.0;1388000000.0;110442025.35630894;;1050884108.9424572;317000000.0;228358429.1390532;940246738.4957278;1413361316.9940681;1201000000.0;4000000.0;3000000.0;0.0;-1550241.3617697917;2073254.6643937835;-5636359.33078371;7000000.000000006;7000000.0;-8000000.0;-4000000.0;-5000000.0;-3000000.0;;630000000.0;3441000000.0;946000000.0;514000000.0;1794000000.0;;9762000000.0;13000000.0;1392000000.0;56044000000.0;157755757.72145203;-61000000.0;;45803222.93920914;;42652000000.0;-720601451.5642848;4930000000.0;4968000000.0;;42998000000.0;43369000000.0;151000000.0;7079000000.0;2000000.0
2014-06-30;6097000000.0;5826000000.0;324000000.0;78000000.0;246000000.0;440000000.0;2332000000.0;35001000000.0;-10000000.0;-291000000.0;16505000000.0;7564000000.0;4832460811.106406;70293000000.0;10786000000.0;129733872.89249283;2391000000.0;2493291433.1788526;490000000.0;23000000.0;178000000.0;1436000000.0;691561389.3376414;1691000000.0;3297000000.0;;-287326618.31252193;10777000000.0;145588727.05564314;78000000.0;;7313000000.0;1024000000.0;72000000.0;6000000.0;;;667701832.3789972;39000000.0;;459489952.66453296;;525000000.0;1158000000.0;-8290423538.035844;1887000000.0;1161000000.0;273000000.0;83000000.0;809000000.0;20000000.0;693000000.0;1414000000.0;91000000.0;1323000000.0;78000000.0;70293000000.0;8869000000.0;6800000000.0;;;6835000000.0;1547000000.0;523000000.0;-1036500000.0;-2331250000.0;2163000000.0;1673000000.0;1431000000.0;3000000.0;1428000000.0;45805434.256590605;;1096807448.1208198;429000000.0;231444528.42463452;932317919.9494245;1408467032.6868768;1246000000.0;5000000.0;3000000.0;-500000.0;-3567723.1765093133;5638750.137312203;-5636501.414921204;5000000.000000013;5000000.0;-6833333.333333333;0.0;-3833333.333333333;0.0;;643000000.0;3464000000.0;761250000.0;524750000.0;1764250000.0;;9762000000.0;14500000.0;1434000000.0;57134000000.0;160080172.65021807;34125000.0;;41096492.55895486;;43519000000.0;907665456.8865156;4930000000.0;5133000000.0;;43289000000.0;43812000000.0;144000000.0;7681000000.0;3000000.0
2014-09-30;5511000000.0;4960000000.0;330000000.0;78000000.0;252000000.0;74000000.0;2337000000.0;36306000000.0;16377393.419670105;-289000000.0;16505000000.0;7570000000.0;4815323913.57747;71510000000.0;10507000000.0;227662964.80725524;2897000000.0;2966202836.971852;325000000.0;24000000.0;178000000.0;1210000000.0;684583198.707593;1736000000.0;3385000000.0;;-272496687.3543606;11067000000.0;139437560.0093722;31000000.0;;7634000000.0;1056000000.0;-72000000.0;6000000.0;;;1221000000.0;28000000.0;;-1918704357.0051985;;-5000000.0;995000000.0;-8700341623.941856;1604000000.0;998000000.0;213000000.0;93000000.0;699000000.0;16000000.0;713000000.0;1450000000.0;91000000.0;1359000000.0;80000000.0;71510000000.0;9521000000.0;6800000000.0;;700000000.0;6837000000.0;1544000000.0;606000000.0;-688000000.0;-2289500000.0;1629000000.0;1304000000.0;1208000000.0;3000000.0;1205000000.0;-137973549.8531295;;1064136690.6514099;355000000.0;223151812.40029624;954739230.8622477;1418370677.2315588;1291000000.0;3000000.0;2000000.0;-1000000.0;-5226519.564035237;9772664.881483894;130575.32235338754;2000000.00000002;2000000.0;-5666666.666666666;0.0;-2666666.6666666665;0.0;;657000000.0;3433000000.0;576500000.0;535500000.0;1734500000.0;;9762000000.0;16000000.0;1211000000.0;58465000000.0;162687299.90731412;129250000.0;3265000000.0;42035347.43554649;;44166000000.0;2534676181.051056;4930000000.0;4904000000.0;;43479000000.0;44085000000.0;135000000.0;8146000000.0;3000000.0
2014-12-31;4689000000.0;4014000000.0;327000000.0;78500000.0;248500000.0;135000000.0;2244500000.0;36088000000.0;91826719.09568787;-247500000.0;16505000000.0;7601000000.0;4912873404.411092;62449500000.0;10470500000.0;48168267.918751806;2525000000.0;2605512502.8162546;160000000.0;3000000.0;178000000.0;571500000.0;658682552.5040388;1646500000.0;2985500000.0;;-256785830.71456432;8619000000.0;138196080.55578542;-16000000.0;;5290500000.0;1042500000.0;-72000000.0;4000000.0;;;1221000000.0;18000000.0;;-1903693396.3866835;;-14500000.0;390000000.0;-5875670811.970926;667000000.0;391500000.0;105000000.0;64500000.0;340000000.0;23000000.0;623000000.0;1336500000.0;90500000.0;1246000000.0;76500000.0;62449500000.0;8218000000.0;6800000000.0;;700000000.0;6488000000.0;1654500000.0;559384615.3846154;-339500000.0;-2247750000.0;1095000000.0;935000000.0;495000000.0;2812500.0;493500000.0;176000000.0;;586321086.7860556;333000000.0;220148509.74426398;847446100.7534989;1246881563.1722863;1053000000.0;2500000.0;500000.0;-1000000.0;-939134.6487515643;2490375.3673161725;233947.45254982024;76499999.99999999;76500000.0;-4500000.0;0.0;-1500000.0;0.0;;637000000.0;3328500000.0;391750000.0;546250000.0;1704750000.0;;9762000000.0;17500000.0;496500000.0;49287000000.0;148557772.29547584;224375000.0;3265000000.0;42975662.537363455;;39730000000.0;3465537095.777607;4013000000.0;3996500000.0;;42104625000.0;39124500000.0;121000000.0;8440000000.0;2909090.909090909
2015-03-31;3867000000.0;3068000000.0;324000000.0;79000000.0;245000000.0;196000000.0;2152000000.0;35870000000.0;94127909.37602592;-206000000.0;16505000000.0;7632000000.0;5031639203.747594;53389000000.0;10434000000.0;-131326428.96975195;2153000000.0;2244822168.6606574;-5000000.0;0.0;178000000.0;-67000000.0;632781906.3004848;1557000000.0;2586000000.0;6900000000.0;2959619741.210329;6171000000.0;83209045.17781515;-63000000.0;;2947000000.0;1029000000.0;-72000000.0;1000000.0;;;1221000000.0;8000000.0;;-1936918873.0413744;;-24000000.0;-215000000.0;-3051000000.0;-270000000.0;-215000000.0;-3000000.0;36000000.0;-19000000.0;30000000.0;533000000.0;1223000000.0;90000000.0;1133000000.0;73000000.0;53389000000.0;6915000000.0;7550000000.0;;700000000.0;6139000000.0;1765000000.0;512769230.7692308;9000000.0;-2206000000.0;561000000.0;566000000.0;-218000000.0;2625000.0;-218000000.0;176000000.0;;108505482.92070127;311000000.0;217145207.08823168;740928052.9795567;1076566773.1808944;815000000.0;2000000.0;-1000000.0;-1000000.0;3348250.266532112;-4791914.146851479;337319.58274625;150999999.99999988;151000000.0;-3333333.333333333;0.0;-333333.333333333;0.0;;617000000.0;3224000000.0;207000000.0;557000000.0;1675000000.0;;9762000000.0;19000000.0;-218000000.0;40109000000.0;134418997.95268977;319500000.0;3265000000.0;49221459.42855319;;35294000000.0;4396398010.504154;3096000000.0;3089000000.0;;40730250000.0;34164000000.0;107000000.0;8734000000.0;2818181.8181818184
2015-06-30;4145000000.0;3973000000.0;316000000.0;79000000.0;237000000.0;110500000.0;2230000000.0;36897000000.0;-6900504.477939606;-316000000.0;16505000000.0;7651000000.0;5018942830.293673;54369000000.0;11008000000.0;-107480153.2533654;2756000000.0;2857224897.9399123;133750000.0;0.0;178000000.0;66000000.0;649692245.5573506;1480000000.0;2586000000.0;8300000000.0;2792986551.2463512;6362000000.0;78618191.91579506;-28000000.0;;3153000000.0;1116000000.0;-64609973.89840457;0.0;;;1330000000.0;10000000.0;;-1381591200.0936716;;19000000.0;180000000.0;-3051000000.0;446000000.0;180000000.0;-4000000.0;58000000.0;324000000.0;8000000.0;497000000.0;1209000000.0;89000000.0;1120000000.0;74000000.0;54369000000.0;7825000000.0;8300000000.0;;1450000000.0;6880000000.0;1762000000.0;466153846.15384614;-12500000.0;-1813750000.0;593000000.0;459250000.0;176000000.0;2437500.0;176000000.0;176000000.0;;146566700.9489138;347000000.0;219493429.19583973;749319302.1485447;1092875060.1727087;777000000.0;2000000.0;-1000000.0;-1000000.0;1649552.1709155217;-3761109.0181699786;-130752.9275252478;-109999999.99999991;-110000000.0;-5033589.931726726;5000000.0;;-500000.0;;638000000.0;3209000000.0;157000000.0;561250000.0;1417750000.0;;9762000000.0;17000000.0;176000000.0;40478000000.0;137869454.8940831;341939004.3576453;2382000000.0;49306704.38324183;;34896000000.0;5052089854.813219;3514000000.0;3469000000.0;;39355875000.0;33302000000.0;107000000.0;9107000000.0;2727272.7272727275
2015-09-30;3727000000.0;3507000000.0;315000000.0;79000000.0;236000000.0;25000000.0;2202000000.0;36612000000.0;-98516723.0482049;-559000000.0;16505000000.0;7664000000.0;5063512091.175409;50089000000.0;10540000000.0;-74420934.17452905;2547000000.0;2630471488.1985116;272500000.0;0.0;178000000.0;-2852000000.0;530420840.06462055;1413000000.0;2586000000.0;8300000000.0;2824489835.3299084;5892000000.0;67249578.37360138;7000000.0;;2579000000.0;1123000000.0;-47020705.84109652;0.0;;;1428000000.0;5000000.0;;-1012589911.776164;;99000000.0;-2606000000.0;-3051000000.0;-3111000000.0;-2606000000.0;-3000000.0;60000000.0;-445000000.0;48000000.0;541000000.0;1211000000.0;89000000.0;1122000000.0;69000000.0;50089000000.0;7433000000.0;8300000000.0;;1450000000.0;6882000000.0;1614000000.0;419538461.53846157;-34000000.0;-1421500000.0;625000000.0;352500000.0;-2609000000.0;2250000.0;-2609000000.0;-2609000000.0;;-5370083.208554745;292000000.0;194360331.31469616;736048549.9603951;1009760633.8651223;890000000.0;1000000.0;-1000000.0;-1000000.0;266847.51094542444;-2490429.8040861627;-1001077.4713759648;-242999999.99999973;-243000000.0;-1000000.0;0.0;2000000.0;-1000000.0;;601000000.0;3313000000.0;107000000.0;565500000.0;1160500000.0;;9762000000.0;15000000.0;-2609000000.0;36835000000.0;143573494.84737015;413255501.4597721;1765000000.0;49720380.990549475;;31712000000.0;5198728007.657555;3246000000.0;3116000000.0;;37981500000.0;29882000000.0;79000000.0;9113000000.0;2636363.6363636362
2015-12-31;3264000000.0;3143500000.0;349500000.0;74500000.0;275000000.0;23076923.076923076;2113500000.0;38375000000.0;-244824643.1573571;-431500000.0;16505000000.0;7666000000.0;5104265796.378981;46053500000.0;9388500000.0;50236164.37464504;2861500000.0;2871713590.040014;411250000.0;0.0;178000000.0;-1385500000.0;546385770.0592356;1347000000.0;2728420138.1300383;10714437500.0;2534902288.9543514;5843500000.0;86067613.0732454;42000000.0;;2110500000.0;1112500000.0;-42733321.75212766;0.0;;;1364500000.0;7000000.0;;-992579649.0732405;;118500000.0;-2233083333.3333335;-1807000000.0;-1853500000.0;-1483000000.0;217500000.0;46500000.0;-324000000.0;54000000.0;503500000.0;1129000000.0;69500000.0;1059500000.0;73000000.0;46053500000.0;7129500000.0;8300000000.0;;1725000000.0;6245000000.0;1457500000.0;;-55500000.0;-1029250000.0;657000000.0;245750000.0;-1265500000.0;6181772.158420384;-1265500000.0;-1265500000.0;;49328660.94682336;282000000.0;197586820.14388302;746773503.9999446;1033720686.5639379;1087000000.0;3000000.0;1000000.0;0.0;-5722307.528300546;2615509.167981272;-1213191.3281314736;-119999999.99999993;-120000000.0;-4000000.0;-2000000.0;-4000000.0;-3500000.0;;552500000.0;3733000000.0;57000000.0;569750000.0;903250000.0;;9762000000.0;13000000.0;-1265500000.0;34170000000.0;169462367.79038495;475960551.76644135;1696086956.521739;49601816.41109216;;28543500000.0;5161755082.268213;2763500000.0;2619500000.0;;49635855860.01162;26835500000.0;77000000.0;9120500000.0;2034953.7274522972
2016-03-31;2801000000.0;2780000000.0;384000000.0;70000000.0;314000000.0;21153846.153846152;2025000000.0;40138000000.0;-391132563.26650965;-304000000.0;16505000000.0;7668000000.0;5145285468.967777;42018000000.0;8237000000.0;174893262.923819;3176000000.0;3112955691.8815155;550000000.0;0.0;178000000.0;81000000.0;562350700.0538505;1281000000.0;2871137615.7374115;13128875000.0;2245314742.5788193;5795000000.0;104885647.77288944;77000000.0;;1642000000.0;1102000000.0;-38445937.66315882;0.0;;;1301000000.0;9000000.0;;-972569386.3703172;;138000000.0;-1860166666.6666665;-563000000.0;-596000000.0;-360000000.0;438000000.0;33000000.0;-203000000.0;60000000.0;466000000.0;1047000000.0;50000000.0;997000000.0;77000000.0;42018000000.0;6826000000.0;7600000000.0;;2000000000.0;5608000000.0;1301000000.0;;-77000000.0;-637000000.0;689000000.0;139000000.0;78000000.0;6696361.057498097;78000000.0;78000000.0;;104027405.10220122;272000000.0;200813308.97306994;757508174.4622116;1057695460.5749815;1284000000.0;5000000.0;3000000.0;1000000.0;-11711462.567546522;7721448.140048763;-1425305.1848869824;2999999.999999194;3000000.0;-7000000.0;-4000000.0;-10000000.0;-6000000.0;;504000000.0;4153000000.0;7000000.0;574000000.0;646000000.0;;9762000000.0;11000000.0;78000000.0;31505000000.0;195351124.81649274;700000000.0;1627173913.0434783;49483251.831634924;;25375000000.0;5124782156.87887;2281000000.0;2123000000.0;;50786398254.04403;23789000000.0;75000000.0;9128000000.0;931759.4887987269
2016-06-30;3126000000.0;3113000000.0;379000000.0;70000000.0;309000000.0;19230769.230769232;2141000000.0;41212000000.0;-411077498.69663537;-299000000.0;16505000000.0;7697000000.0;5133807199.840298;42395000000.0;8972000000.0;-60372964.90017998;3751000000.0;3707031132.099608;504166666.6666667;1258558.2898231447;178000000.0;-134000000.0;578315630.0484655;1244000000.0;2644866813.7337027;15543312500.0;2020189119.7827702;5696000000.0;109448514.60436417;30750000.0;;1646000000.0;1070000000.0;-47020705.84109652;-3947524.728217706;;;1360000000.0;27000000.0;;-862273480.6790754;;99000000.0;-1487250000.0;-232000000.0;-283000000.0;-136000000.0;-3000000.0;51000000.0;-96000000.0;88000000.0;381000000.0;956000000.0;50000000.0;906000000.0;73000000.0;42395000000.0;5267000000.0;8300000000.0;;1625000000.0;8331000000.0;1360000000.0;;-200750000.0;-645750000.0;643000000.0;267250000.0;-139000000.0;6794081.896805793;-139000000.0;-139000000.0;;383531682.0356977;338000000.0;204915056.3283635;747538992.2977386;1050542062.2371418;1202000000.0;7000000.0;-4000000.0;1000000.0;-2927333.334038634;-2257118.6636650274;-1001077.4713759643;4999999.999999572;5000000.0;-1000000.0;0.0;-3000000.0;1000000.0;;502000000.0;4050000000.0;6125000.0;576500000.0;665000000.0;;9762000000.0;11250000.0;-139000000.0;31038000000.0;186825652.66048485;675000000.0;1558260869.5652175;49322704.44622182;;24661000000.0;4950095659.699314;2558000000.0;2531000000.0;;33619510498.631226;23101000000.0;74000000.0;9136000000.0;1576854.4946580303
