end;AccountsPayableAndAccruedLiabilitiesCurrent;AccruedIncomeTaxesCurrent;AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment;AccumulatedOtherComprehensiveIncomeLossNetOfTax;AllowanceForDoubtfulAccountsReceivableCurrent;AmortizationOfIntangibleAssets;Assets;AssetsCurrent;Cash;CashAndCashEquivalentsAtCarryingValue;CommonStockValue;ComprehensiveIncomeNetOfTax;ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest;ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest;CostOfGoodsAndServicesSold;CurrentFederalTaxExpenseBenefit;CurrentForeignTaxExpenseBenefit;CurrentIncomeTaxExpenseBenefit;CurrentStateAndLocalTaxExpenseBenefit;DebtInstrumentCarryingAmount;DebtInstrumentFairValue;DeferredFederalIncomeTaxExpenseBenefit;DeferredForeignIncomeTaxExpenseBenefit;DeferredIncomeTaxExpenseBenefit;DeferredRevenue;DeferredStateAndLocalIncomeTaxExpenseBenefit;DeferredTaxAssetsNet;DeferredTaxAssetsNetCurrent;DeferredTaxAssetsOperatingLossCarryforwardsDomestic;DeferredTaxAssetsOther;DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsPostretirementBenefits;DeferredTaxLiabilitiesNoncurrent;Depreciation;DepreciationDepletionAndAmortization;DerivativeFairValueOfDerivativeAsset;DerivativeInstrumentsGainLossReclassifiedFromAccumulatedOCIIntoIncomeEffectivePortionNet;DividendsCash;DividendsPayableCurrent;FiniteLivedIntangibleAssetsAccumulatedAmortization;FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths;FiniteLivedIntangibleAssetsAmortizationExpenseRemainderOfFiscalYear;FiniteLivedIntangibleAssetsAmortizationExpenseYearFive;FiniteLivedIntangibleAssetsAmortizationExpenseYearFour;FiniteLivedIntangibleAssetsAmortizationExpenseYearThree;FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo;FiniteLivedIntangibleAssetsGross;FiniteLivedIntangibleAssetsNet;ForeignCurrencyCashFlowHedgeGainLossToBeReclassifiedDuringNext12Months;GeneralAndAdministrativeExpense;Goodwill;HeldToMaturitySecuritiesNoncurrent;IncomeLossFromContinuingOperations;IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest;IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments;IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest;IncomeLossFromDiscontinuedOperationsNetOfTax;IncomeLossFromEquityMethodInvestmentsNetOfDividendsOrDistributions;IncomeTaxExpenseBenefit;IncreaseDecreaseInAccountsPayableAndAccruedLiabilities;IncreaseDecreaseInAccruedIncomeTaxesPayable;IncreaseDecreaseInInventories;IncreaseDecreaseInOtherCurrentAssets;IncreaseDecreaseInOtherNoncurrentAssets;IncreaseDecreaseInOtherOperatingCapitalNet;IncreaseDecreaseInOtherOperatingLiabilities;IncreaseDecreaseInReceivables;IntangibleAssetsNetExcludingGoodwill;InterestExpense;InventoryFinishedGoods;InventoryNet;InventoryRawMaterialsAndSupplies;InventoryWorkInProcess;InvestmentsInAffiliatesSubsidiariesAssociatesAndJointVentures;Liabilities;LiabilitiesAndStockholdersEquity;LiabilitiesCurrent;LineOfCreditFacilityMaximumBorrowingCapacity;LineOfCreditFacilityRemainingBorrowingCapacity;LongTermDebtCurrent;LongTermDebtNoncurrent;MarketableSecuritiesCurrent;MinorityInterest;NetCashProvidedByUsedInFinancingActivities;NetCashProvidedByUsedInInvestingActivities;NetCashProvidedByUsedInOperatingActivities;NetIncomeLoss;NetIncomeLossAttributableToNoncontrollingInterest;NetIncomeLossAvailableToCommonStockholdersBasic;NetIncomeLossAvailableToCommonStockholdersDiluted;OperatingIncomeLoss;OtherAssetsCurrent;OtherAssetsNoncurrent;OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPortionAttributableToParent;OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationGainLossArisingDuringPeriodNetOfTax;OtherComprehensiveIncomeLossAmortizationAdjustmentFromAOCIPensionAndOtherPostretirementBenefitPlansForNetPriorServiceCostCreditBeforeTax;OtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax;OtherComprehensiveIncomeLossDerivativesQualifyingAsHedgesNetOfTax;OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax;OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentNetOfTax;OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansPlanAmendmentsTaxEffect;OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansTax;OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIOnDerivativesNetOfTax;OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIPensionAndOtherPostretirementBenefitPlansForNetGainLossBeforeTax;OtherComprehensiveIncomeUnrealizedGainLossOnDerivativesArisingDuringPeriodNetOfTax;OtherLiabilitiesNoncurrent;OtherLongTermDebtNoncurrent;PaymentsForProceedsFromOtherInvestingActivities;PaymentsForRepurchaseOfEquity;PaymentsOfDividends;PaymentsToAcquirePropertyPlantAndEquipment;PensionAndOtherPostretirementDefinedBenefitPlansLiabilitiesNoncurrent;ProceedsFromIssuanceOfLongTermDebt;ProceedsFromRepaymentsOfShortTermDebt;ProceedsFromStockOptionsExercised;ProceedsFromStockPlans;ProfitLoss;PropertyPlantAndEquipmentGross;PropertyPlantAndEquipmentNet;ReceivablesNetCurrent;RepaymentsOfLongTermDebt;ResearchAndDevelopmentExpense;RetainedEarningsAccumulatedDeficit;RevenueFromContractWithCustomerExcludingAssessedTax;Revenues;SegmentReportingInformationRevenue;ShareBasedCompensation;ShortTermBorrowings;ShortTermInvestments;StockholdersEquity;StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest;StockholdersEquityOther;StockIssuedDuringPeriodValueEmployeeStockPurchasePlan;StockIssuedDuringPeriodValueRestrictedStockAwardNetOfForfeitures;StockIssuedDuringPeriodValueShareBasedCompensation;StockIssuedDuringPeriodValueStockOptionsExercised;TreasuryStockValue;TreasuryStockValueAcquiredCostMethod;CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsIncludingDisposalGroupAndDiscontinuedOperations;StockPrice
2019-03-31;9702000000.0;1194000000.0;27181000000.0;-4527000000.0;244000000.0;160000000.0;70321000000.0;15773000000.0;1230000000.0;7171689949.21792;13000000000.0;516000000.0;9000000.0;525000000.0;;;-8.685869100643076e+22;3.491946878386975e+22;;860000000.0;16700000000.0;-107109813.8512618;;-72000000.0;2900000000.0;-6624548.240812086;-96290030231.21436;301080498.0840502;625579845.8192039;1696010344.041146;292806314.62500226;1375000000.0;512000000.0;903000000.0;;;693000000.0;702000000.0;3851000000.0;445908596.39789486;510000000.0;609000000.0;622000000.0;628000000.0;657000000.0;12462000000.0;8611000000.0;34648940.46110374;112000000.0;24945000000.0;;;509000000.0;1.1060391261607926e+22;2.9777526889086127e+21;49543191.71715796;-3000000.0;79000000.0;-483000000.0;5000000.0;197000000.0;93000000.0;-2000000.0;-42000000.0;-42000000.0;280000000.0;47183555711.98715;147000000.0;1798000000.0;4224000000.0;1877000000.0;549000000.0;1544000000.0;33797000000.0;70321000000.0;11697000000.0;6500000000.0;3800000000.0;;16449000000.0;1730541991.878562;421000000.0;-297000000.0;-230000000.0;326000000.0;421000000.0;9000000.0;421000000.0;421000000.0;908000000.0;1223000000.0;7331000000.0;77000000.0;-20619152.36442923;-3000000.0;-12000000.0;-3000000.0;77000000.0;-21000000.0;-1357541.6756116971;-2000000.0;-2000000.0;-24000000.0;-5000000.0;3140000000.0;1.5788808696156463e+21;41000000.0;98000000.0;692000000.0;413000000.0;1136000000.0;1812000000.0;-38000000.0;22000000.0;85000000.0;430000000.0;38714000000.0;11533000000.0;8171000000.0;1368000000.0;173000000.0;31386000000.0;7879000000.0;;-1.6322573640744105e+20;108000000.0;1759306716.9802382;925000000.0;36103000000.0;36524000000.0;-11000000.0;85000000.0;111000000.0;108000000.0;22000000.0;3756000000.0;98000000.0;-322539963.9836345;38.623504638671875
2019-06-30;9851000000.0;1123000000.0;27463000000.0;-4544000000.0;238000000.0;164000000.0;70591000000.0;16333000000.0;1466000000.0;6177550201.726413;13037000000.0;475000000.0;2000000.0;477000000.0;;;150041293.1520995;574821975.4567896;;;17400000000.0;-102075171.1853393;;-249250000.0;3000000000.0;-6360299.040114496;-96030506890.32916;293885073.78218925;624148642.8468645;1681726897.534643;289382173.9396291;1330000000.0;514000000.0;875250000.0;;;692000000.0;701000000.0;3910000000.0;189833627.17318532;347000000.0;612000000.0;623000000.0;633000000.0;663000000.0;12395000000.0;8485000000.0;34059805.818991706;114000000.0;24950000000.0;;;593000000.0;7277140514.833195;2827576753.8969784;37707422.88229275;250000.0;99000000.0;-522250000.0;-8250000.0;158250000.0;66000000.0;250000.0;-43000000.0;-40750000.0;151750000.0;47056670671.60034;156000000.0;1818000000.0;4389000000.0;1995000000.0;576000000.0;1558000000.0;34318000000.0;70591000000.0;11773000000.0;6500000000.0;3300000000.0;;16978000000.0;1697795482.6441042;421000000.0;-28500000.0;-500500000.0;440500000.0;492000000.0;2000000.0;492000000.0;492000000.0;968000000.0;1125000000.0;7329000000.0;-37000000.0;-16750697.006072134;-3000000.0;-12000000.0;2000000.0;-37000000.0;-18000000.0;-1145997.2726001516;-2000000.0;-1000000.0;-23000000.0;1000000.0;3118000000.0;14700855085.790085;46750000.0;80000000.0;692000000.0;411500000.0;1119000000.0;1727750000.0;-20000000.0;20750000.0;85000000.0;494000000.0;38822000000.0;11359000000.0;8471000000.0;1048500000.0;179000000.0;31186000000.0;8269000000.0;;16679876107.495884;108000000.0;1759148571.9884157;882000000.0;35852000000.0;36273000000.0;-21000000.0;98000000.0;111000000.0;86000000.0;20750000.0;3827000000.0;101000000.0;-284207734.0107839;34.41415786743164
2019-09-30;10364000000.0;1078000000.0;26356000000.0;-4569000000.0;238000000.0;156000000.0;57990000000.0;16151000000.0;1183000000.0;7444760583.153642;13012000000.0;-11408000000.0;10000000.0;-11398000000.0;;;152274672.0465883;467092147.9735371;;;16900000000.0;-91045506.5794368;;-426500000.0;2600000000.0;-5781393.991738397;122002161592.55827;291475550.6953189;570805266.2184198;2305870606.3586054;285756613.2139398;591000000.0;499000000.0;847500000.0;;;692000000.0;701000000.0;2446000000.0;-826789328.8254375;138000000.0;497000000.0;515000000.0;518000000.0;528000000.0;9728000000.0;7282000000.0;36809100.81551454;120000000.0;16112000000.0;;;-11971000000.0;1815396654.708292;1357129454.0744288;65902611.11486623;3500000.0;-598000000.0;-561500000.0;-21500000.0;119500000.0;39000000.0;2500000.0;-44000000.0;-39500000.0;23500000.0;-33611856579.930576;160000000.0;1771000000.0;4341000000.0;1964000000.0;606000000.0;1335000000.0;33663000000.0;57990000000.0;12483000000.0;6500000000.0;4100000000.0;;16333000000.0;1870666589.5329883;414000000.0;240000000.0;-771000000.0;555000000.0;-11383000000.0;10000000.0;-11383000000.0;-11383000000.0;1096000000.0;1186000000.0;6912000000.0;-21000000.0;-34803488.67840527;-2000000.0;35787371.0352231;-24000000.0;-25000000.0;-20000000.0;-206000.74339549243;-1000000.0;-3000000.0;-23000000.0;-27000000.0;3155000000.0;12837199582.063066;52500000.0;62000000.0;692000000.0;410000000.0;1101000000.0;1643500000.0;-2000000.0;19500000.0;85000000.0;-11373000000.0;35961000000.0;9605000000.0;8332000000.0;729000000.0;176000000.0;19111000000.0;8541000000.0;;11866897612.224936;108000000.0;1759148571.9884157;1109000000.0;23913000000.0;24327000000.0;-19000000.0;111000000.0;111000000.0;135000000.0;19500000.0;3641000000.0;79000000.0;-503449058.4533231;30.37502670288086
2019-12-31;10266000000.0;1117500000.0;25955500000.0;-4646000000.0;243500000.0;144500000.0;53292000000.0;16208500000.0;1279000000.0;7270199407.500753;12987500000.0;-9534500000.0;9000000.0;-9525500000.0;;;138509075.06003457;452376336.9991527;;;16000000000.0;-104625857.11493248;;-603750000.0;2800000000.0;-6494174.820949497;110098557742.14027;226666331.12007484;520021890.0661848;2019698104.4516704;269139459.88786393;491000000.0;474000000.0;819750000.0;;;693000000.0;702500000.0;2121500000.0;-48558635.536492825;187500000.0;378000000.0;397500000.0;408000000.0;417500000.0;7599000000.0;5477500000.0;45449742.23315775;123500000.0;14518000000.0;;;-10030000000.0;3664136772.2126007;1854859663.230679;88520025.46577173;6750000.0;-659500000.0;-600750000.0;-34750000.0;80750000.0;12000000.0;4750000.0;-45000000.0;-38250000.0;-104750000.0;-29998281991.991623;148000000.0;1714000000.0;4244500000.0;1956500000.0;574000000.0;1425000000.0;33137000000.0;53292000000.0;12872500000.0;6375000000.0;3800000000.0;;15871000000.0;2198131681.87757;418000000.0;508500000.0;-1041500000.0;669500000.0;-9379500000.0;9000000.0;-9379500000.0;-9379500000.0;936000000.0;1237000000.0;5933500000.0;-73000000.0;-91540833.9343094;-3500000.0;36119921.81626642;-113000000.0;-76500000.0;-31000000.0;1842390.59907265;-2500000.0;-2000000.0;-37000000.0;-115000000.0;3079500000.0;12083574283.254414;58250000.0;44000000.0;692000000.0;408500000.0;1018500000.0;1559250000.0;16000000.0;18250000.0;85000000.0;-9370500000.0;35033000000.0;9077500000.0;7909000000.0;409500000.0;174500000.0;14896000000.0;7998000000.0;;10801704815.184233;108000000.0;1759385789.4761484;1539000000.0;19737000000.0;20155000000.0;-14500000.0;98000000.0;98000000.0;121500000.0;18250000.0;3500500000.0;52500000.0;-76119432.04329658;36.233585357666016
2020-03-31;10168000000.0;1157000000.0;25555000000.0;-4723000000.0;249000000.0;133000000.0;48594000000.0;16266000000.0;1375000000.0;7095638231.847866;12963000000.0;-7661000000.0;8000000.0;-7653000000.0;;;124743478.07348078;437660526.0247685;;;15100000000.0;-118206207.65042818;;-781000000.0;3000000000.0;-7206955.650160597;98194953891.72206;161857111.54483104;469238513.91395;1733525602.5447366;252522306.56178808;491000000.0;449000000.0;792000000.0;;;694000000.0;704000000.0;1797000000.0;729672057.7524519;237000000.0;259000000.0;280000000.0;298000000.0;307000000.0;5470000000.0;3673000000.0;54090383.65080096;127000000.0;12924000000.0;;;-8089000000.0;5512876889.716908;2352589872.386929;111137439.8166773;10000000.0;-721000000.0;-640000000.0;-48000000.0;42000000.0;-15000000.0;7000000.0;-46000000.0;-37000000.0;-233000000.0;-26384707404.05259;136000000.0;1657000000.0;4148000000.0;1949000000.0;542000000.0;1515000000.0;32611000000.0;48594000000.0;13262000000.0;6250000000.0;3500000000.0;;15409000000.0;2525596774.222152;422000000.0;777000000.0;-1312000000.0;784000000.0;-7376000000.0;8000000.0;-7376000000.0;-7376000000.0;776000000.0;1288000000.0;4955000000.0;-125000000.0;-148278179.19021353;-5000000.0;36452472.59730975;-202000000.0;-128000000.0;-42000000.0;3890781.9415408;-4000000.0;-1000000.0;-51000000.0;-203000000.0;3004000000.0;11329948984.44576;64000000.0;26000000.0;692000000.0;407000000.0;936000000.0;1475000000.0;34000000.0;17000000.0;85000000.0;-7368000000.0;34105000000.0;8550000000.0;7486000000.0;90000000.0;173000000.0;10681000000.0;7455000000.0;;9736512018.14353;108000000.0;1759623006.9638827;1969000000.0;15561000000.0;15983000000.0;-10000000.0;85000000.0;85000000.0;108000000.0;17000000.0;3360000000.0;26000000.0;351210194.3667538;12.338583946228027
2020-06-30;9824000000.0;1054000000.0;25008000000.0;-4738000000.0;312000000.0;80000000.0;44667000000.0;14379000000.0;1462000000.0;7322534294.44185;13044000000.0;-3449000000.0;6000000.0;-3443000000.0;;;51450473.78040373;218592815.0999508;;;17300000000.0;-150859104.498183;;-593000000.0;2800000000.0;-8920781.727805188;49610763807.454544;157632851.81863618;460896137.2720506;1150743391.5135095;246278285.3119899;491000000.0;417000000.0;727000000.0;;;174000000.0;184000000.0;1861000000.0;361348900.8552837;161000000.0;261000000.0;291000000.0;302000000.0;307000000.0;5483000000.0;3622000000.0;36907289.92253321;81000000.0;12954000000.0;;;-3627000000.0;9331888602.967926;3380769810.0693645;116510538.53769426;10750000.0;-199000000.0;-589500000.0;-44250000.0;19250000.0;-7000000.0;2500000.0;-35750000.0;-32250000.0;-170750000.0;-8784612647.27281;144000000.0;1443000000.0;3601000000.0;1677000000.0;481000000.0;1484000000.0;32211000000.0;44667000000.0;11665000000.0;7980000000.0;6170000000.0;;16763000000.0;2645921156.9906263;416000000.0;529750000.0;-931250000.0;695250000.0;-3434000000.0;6000000.0;-3434000000.0;-3434000000.0;396000000.0;1381000000.0;4143000000.0;19000000.0;-35448231.23813145;-5000000.0;31849969.787670005;-24000000.0;20000000.0;10000000.0;-7206317.939902052;14000000.0;-4000000.0;-50000000.0;-28000000.0;2836000000.0;13105450324.430058;54500000.0;43000000.0;562500000.0;349750000.0;905000000.0;1139750000.0;250000.0;9716801.073190955;79250000.0;-3428000000.0;32737000000.0;7729000000.0;5808000000.0;92000000.0;142000000.0;7073000000.0;5356000000.0;;9542957664.822533;102000000.0;1265393060.9398031;2127000000.0;12040000000.0;12456000000.0;-16000000.0;73000000.0;59250000.0;105000000.0;6834159.120315222;3339000000.0;43000000.0;1984219638.49318;16.93521499633789
2020-09-30;9201000000.0;974000000.0;24732000000.0;-4743000000.0;299000000.0;79000000.0;44066000000.0;14215000000.0;1219000000.0;7809930044.051112;12921000000.0;-87000000.0;9000000.0;-78000000.0;;124848166.0856958;-6.661267446709555e+22;-3.4028987991098214e+21;16292994.416509856;500000000.0;17200000000.0;-135534239.25924858;;-405000000.0;2700000000.0;-8116437.9721705085;6899742249.164916;158364234.91987658;439681799.7663111;1065194401.736658;236005863.25587037;;385000000.0;662000000.0;;;173000000.0;184000000.0;1776000000.0;305000000.0;81000000.0;252000000.0;259000000.0;286000000.0;298000000.0;5349000000.0;3573000000.0;30623187.073338155;85000000.0;12962000000.0;;;-54000000.0;8.482308840391497e+21;2.283664054933203e+21;126967316.62774958;11500000.0;19000000.0;-539000000.0;-40500000.0;-3500000.0;1000000.0;-2000000.0;-25500000.0;-27500000.0;-108500000.0;6333256623.422667;138000000.0;1413000000.0;3542000000.0;1609000000.0;520000000.0;1436000000.0;31697000000.0;44066000000.0;11651000000.0;8060000000.0;6980000000.0;;16471000000.0;3019840599.644558;428000000.0;282500000.0;-550500000.0;606500000.0;-82000000.0;9000000.0;-82000000.0;-82000000.0;575000000.0;1284000000.0;4101000000.0;-94000000.0;5815292.584344279;-2000000.0;31637137.28780227;43000000.0;-90000000.0;-46000000.0;-7177131.337907329;9750000.0;-7000000.0;-48000000.0;36000000.0;2721000000.0;3.039907125022884e+20;45000000.0;60000000.0;433000000.0;292500000.0;854000000.0;804500000.0;-33500000.0;11847471.262108352;73500000.0;-73000000.0;32128000000.0;7396000000.0;5552000000.0;94000000.0;137000000.0;6818000000.0;5258000000.0;;5.483642641780182e+18;96000000.0;853398510.663291;2618000000.0;11941000000.0;12369000000.0;-6000000.0;61000000.0;33500000.0;105000000.0;9051422.778062224;3055000000.0;60000000.0;2173209263.563225;14.423930168151855
2020-12-31;8578500000.0;978500000.0;23907500000.0;-4703500000.0;309000000.0;77500000.0;43051000000.0;13511000000.0;844000000.0;7300123458.900127;12792000000.0;216000000.0;11000000.0;227000000.0;;125982833.08140792;-6.353540017152994e+22;-3.2456966887203857e+21;16312891.384150293;500000000.0;17350000000.0;-131684342.35675304;;-217000000.0;2700000000.0;-7914371.560161074;3867276053.581105;152560846.43984842;427938293.3937172;892507881.878622;251011656.2594176;;370000000.0;597000000.0;;;174000000.0;184500000.0;1841000000.0;300000000.0;154500000.0;252000000.0;257000000.0;276500000.0;293000000.0;5326000000.0;3485000000.0;25026407.9732738;83000000.0;12970000000.0;;;166000000.0;8.090455620709048e+21;2.178166703983528e+21;138351943.45719504;12250000.0;46500000.0;-488500000.0;-36750000.0;-26250000.0;9000000.0;-6500000.0;-15250000.0;-22750000.0;-46250000.0;7151384024.749577;137000000.0;1344000000.0;3422500000.0;1577000000.0;501500000.0;1763000000.0;30380500000.0;43051000000.0;10762000000.0;7155000000.0;6400000000.0;;16152500000.0;2648205797.169775;428500000.0;35250000.0;-169750000.0;517750000.0;108500000.0;11000000.0;108500000.0;108500000.0;619500000.0;1304500000.0;3973500000.0;-40000000.0;42565618.48873672;-3500000.0;34044804.94255601;95500000.0;-39000000.0;-52000000.0;-8054566.047915503;5500000.0;-2500000.0;-55500000.0;93000000.0;2537500000.0;2.8994739697515705e+20;35500000.0;77000000.0;303500000.0;235250000.0;928500000.0;469250000.0;-67250000.0;13978141.451025749;67750000.0;119500000.0;30915500000.0;7008000000.0;5410500000.0;96000000.0;136000000.0;6980000000.0;5240500000.0;;5.23031738995069e+18;90000000.0;441483032.8826898;2130000000.0;12242000000.0;12670500000.0;-12000000.0;61500000.0;7750000.0;94500000.0;11268686.435809234;2826500000.0;77000000.0;1439000000.0;20.358552932739258
2021-03-31;7956000000.0;983000000.0;23083000000.0;-4664000000.0;319000000.0;76000000.0;42036000000.0;12807000000.0;1268000000.0;7384494265.98132;12663000000.0;519000000.0;13000000.0;532000000.0;;127117500.07712004;-6.045812587596431e+22;-3.088494578330948e+21;16332788.351790728;500000000.0;17500000000.0;-127834445.45425747;;-29000000.0;2700000000.0;-7712305.148151638;834809857.9970512;146757457.95982003;416194787.0211235;719821362.0205858;266017449.2629649;;355000000.0;532000000.0;;;175000000.0;185000000.0;1906000000.0;295000000.0;228000000.0;252000000.0;255000000.0;267000000.0;288000000.0;5303000000.0;3397000000.0;19429628.87320944;81000000.0;12978000000.0;;;386000000.0;7.698602401026678e+21;2.072669353033874e+21;149736570.28664103;13000000.0;74000000.0;-438000000.0;-33000000.0;-49000000.0;17000000.0;-11000000.0;-5000000.0;-18000000.0;16000000.0;7969511426.076574;136000000.0;1275000000.0;3303000000.0;1545000000.0;483000000.0;2090000000.0;29064000000.0;42036000000.0;9873000000.0;6250000000.0;5820000000.0;;15834000000.0;2276570994.694993;429000000.0;-212000000.0;211000000.0;429000000.0;299000000.0;13000000.0;299000000.0;299000000.0;664000000.0;1325000000.0;3846000000.0;14000000.0;79315944.3931292;-5000000.0;36452472.59730975;148000000.0;12000000.0;-58000000.0;-8932000.757923678;1250000.0;2000000.0;-63000000.0;150000000.0;2354000000.0;2.7590408144803863e+20;26000000.0;94000000.0;174000000.0;178000000.0;1003000000.0;134000000.0;-101000000.0;16108811.639943143;62000000.0;312000000.0;29703000000.0;6620000000.0;5269000000.0;98000000.0;135000000.0;7142000000.0;5223000000.0;;4.976992138140792e+18;84000000.0;29567555.102089167;1642000000.0;12543000000.0;12972000000.0;-18000000.0;62000000.0;-18000000.0;84000000.0;13485950.093556244;2598000000.0;94000000.0;1439000000.0;25.47622299194336
2021-06-30;7635000000.0;924000000.0;22745000000.0;-4776000000.0;314000000.0;75000000.0;40908000000.0;12077000000.0;1439000000.0;7617180413.441378;12730000000.0;319000000.0;12000000.0;331000000.0;;127571366.8754049;-6.036578360880877e+22;-3.083777287027044e+21;16340747.138846902;500000000.0;16700000000.0;-115605739.00990784;;-25250000.0;3000000000.0;-7070466.964608424;-280677988.0389278;141266548.6619256;399146194.052775;887131123.6439834;256550707.3681096;;352000000.0;532250000.0;;;174000000.0;189000000.0;1964000000.0;293000000.0;152000000.0;244000000.0;248000000.0;262000000.0;286000000.0;5275000000.0;3311000000.0;46726200.6244005;70000000.0;12987000000.0;;;542000000.0;7.686843743453999e+21;2.0695036084072323e+21;169745617.2563793;8250000.0;99000000.0;-306250000.0;-22750000.0;79250000.0;57000000.0;-2000000.0;2500000.0;-14750000.0;113000000.0;8412792978.516874;136000000.0;1296000000.0;3267000000.0;1500000000.0;471000000.0;2035000000.0;27849000000.0;40908000000.0;8784000000.0;5750000000.0;5560000000.0;;15687000000.0;1972713850.868276;297000000.0;-201500000.0;129500000.0;354500000.0;431000000.0;12000000.0;431000000.0;431000000.0;807000000.0;781000000.0;4025000000.0;-38000000.0;-99922487.21074978;-6000000.0;37782675.7214831;-131000000.0;-38000000.0;-61000000.0;-13087415.434862236;-3000000.0;3000000.0;-70000000.0;-128000000.0;2422000000.0;2.7548267228179677e+20;25250000.0;222785405.61617208;174250000.0;209500000.0;956000000.0;187125000.0;-71750000.0;32249942.493708603;62500000.0;443000000.0;29218000000.0;6473000000.0;5347000000.0;98000000.0;134000000.0;7399000000.0;5634000000.0;;4.9693904015233e+18;85250000.0;30995491.34404325;1243000000.0;12762000000.0;13059000000.0;-23000000.0;68500000.0;-10500000.0;72000000.0;30283079.477141306;2591000000.0;111686672.42362264;1439000000.0;30.112558364868164
2021-09-30;7615000000.0;907000000.0;22696000000.0;-4697000000.0;320000000.0;75000000.0;41038000000.0;12387000000.0;1569000000.0;6544930858.495369;12571000000.0;629000000.0;12000000.0;641000000.0;;127798300.27454732;7834561.202932835;-164878183.6855418;16344726.53237499;;15300000000.0;-106770927.8813871;;-21500000.0;3000000000.0;-6606761.408139104;210260768.05123007;137643646.0456491;399042526.1644053;796406353.412065;246278285.31198996;;350000000.0;532500000.0;;;174000000.0;188000000.0;2016000000.0;292000000.0;76000000.0;244000000.0;248000000.0;264000000.0;285000000.0;5281000000.0;3265000000.0;35041696.88917843;80000000.0;12990000000.0;;;691000000.0;9449935026.06635;3412551059.528181;199434938.93257588;3500000.0;129000000.0;-174500000.0;-12500000.0;207500000.0;97000000.0;7000000.0;10000000.0;-11500000.0;210000000.0;8169795850.067368;130000000.0;1257000000.0;3296000000.0;1548000000.0;491000000.0;2110000000.0;27373000000.0;41038000000.0;9735000000.0;5750000000.0;5507142857.142858;;14370000000.0;2071714925.2980337;303000000.0;-191000000.0;48000000.0;280000000.0;550000000.0;12000000.0;550000000.0;550000000.0;908000000.0;800000000.0;3911000000.0;30000000.0;-23198122.60333397;-6000000.0;37782675.72148308;-11000000.0;30000000.0;-60000000.0;-10805141.086648934;-3000000.0;2000000.0;-69000000.0;-9000000.0;2363000000.0;11635215574.140636;24500000.0;214801630.11389956;174500000.0;241000000.0;905000000.0;240250000.0;-42500000.0;31249307.643255595;63000000.0;562000000.0;29071000000.0;6375000000.0;5349000000.0;98000000.0;140000000.0;7775000000.0;5847000000.0;;8426419540.704712;86500000.0;31632702.626885533;1373000000.0;13362000000.0;13665000000.0;-6000000.0;75000000.0;-3000000.0;73000000.0;29241777.40227073;2287000000.0;87235140.47192037;1569000000.0;28.006837844848633
