end;AccountsPayableCurrent;AccountsReceivableNetCurrent;AccruedLiabilitiesCurrent;AdditionalPaidInCapital;AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue;AllocatedShareBasedCompensationExpense;AmortizationOfFinancingCostsAndDiscounts;Assets;AssetsCurrent;CashAndCashEquivalentsAtCarryingValue;CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents;CommonStockValue;CommonStockValueOutstanding;ConstructionInProgressExpendituresIncurredButNotYetPaid;ContractWithCustomerAssetNet;ContractWithCustomerLiability;CostOfGoodsAndServiceExcludingDepreciationDepletionAndAmortization;CostsAndExpenses;DebtCurrent;DebtInstrumentUnamortizedDiscountPremiumAndDebtIssuanceCostsNet;DebtIssuanceCostsLineOfCreditArrangementsNet;DebtLongtermAndShorttermCombinedAmount;DeferredFinanceCostsNoncurrentNet;DeferredIncomeTaxAssetsNet;DeferredRevenueCurrent;DeferredRevenueNoncurrent;Depreciation;DepreciationDepletionAndAmortization;DerivativeAssets;DerivativeAssetsCurrent;DerivativeAssetsNoncurrent;DerivativeFairValueOfDerivativeNet;DerivativeLiabilities;DerivativeLiabilitiesCurrent;DerivativeLiabilitiesNoncurrent;EmployeeRelatedLiabilitiesCurrent;EmployeeServiceShareBasedCompensationAllocationOfRecognizedPeriodCostsCapitalizedAmount;EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense;EquityMethodInvestments;FinanceLeaseLiability;FinanceLeaseLiabilityNoncurrent;FinanceLeaseLiabilityPaymentsDue;FinanceLeaseLiabilityPaymentsDueAfterYearFive;FinanceLeaseLiabilityPaymentsDueYearFive;FinanceLeaseLiabilityPaymentsDueYearFour;FinanceLeaseLiabilityPaymentsDueYearThree;FinanceLeaseLiabilityPaymentsDueYearTwo;FinanceLeaseLiabilityPaymentsRemainderOfFiscalYear;FinanceLeaseLiabilityUndiscountedExcessAmount;GainLossOnDerivativeInstrumentsNetPretax;GainLossOnSalesOfAssetsAndAssetImpairmentCharges;GainsLossesOnExtinguishmentOfDebt;GeneralAndAdministrativeExpense;Goodwill;IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest;IncomeTaxExpenseBenefit;IncreaseDecreaseInAccountsAndOtherReceivables;IncreaseDecreaseInAccountsPayableAndAccruedLiabilities;IncreaseDecreaseInDeferredRevenue;IncreaseDecreaseInInventories;IncreaseDecreaseInOtherOperatingCapitalNet;InterestCostsCapitalized;InterestCostsCapitalizedAdjustment;InterestCostsIncurred;InterestExpense;InterestPaidNet;InterestPayableCurrent;InventoryNet;LeaseCost;LeaseIncome;LesseeOperatingLeaseLiabilityPaymentsDue;LesseeOperatingLeaseLiabilityPaymentsDueAfterYearFive;LesseeOperatingLeaseLiabilityPaymentsDueYearFive;LesseeOperatingLeaseLiabilityPaymentsDueYearFour;LesseeOperatingLeaseLiabilityPaymentsDueYearThree;LesseeOperatingLeaseLiabilityPaymentsDueYearTwo;LesseeOperatingLeaseLiabilityPaymentsRemainderOfFiscalYear;LesseeOperatingLeaseLiabilityUndiscountedExcessAmount;LessorOperatingLeasePaymentsToBeReceivedRemainderOfFiscalYear;LiabilitiesAndStockholdersEquity;LiabilitiesCurrent;LongTermDebt;LongTermDebtNoncurrent;MinorityInterest;MinorityInterestDecreaseFromDistributionsToNoncontrollingInterestHolders;NetCashProvidedByUsedInFinancingActivities;NetCashProvidedByUsedInInvestingActivities;NetCashProvidedByUsedInOperatingActivities;NetIncomeLoss;NetIncomeLossAttributableToNoncontrollingInterest;NonoperatingIncomeExpense;OilAndGasSalesRevenue;OperatingCostsAndExpenses;OperatingExpenses;OperatingIncomeLoss;OperatingLeaseLeaseIncomeLeasePayments;OperatingLeaseLiability;OperatingLeaseLiabilityCurrent;OperatingLeaseLiabilityNoncurrent;OperatingLeaseRightOfUseAsset;OtherAccruedLiabilitiesCurrent;OtherAssetsCurrent;OtherAssetsMiscellaneousNoncurrent;OtherAssetsNoncurrent;OtherCostAndExpenseOperating;OtherLiabilitiesCurrent;OtherLiabilitiesNoncurrent;OtherNoncashIncomeExpense;OtherNonoperatingIncomeExpense;OtherReceivablesGrossCurrent;OtherSalesRevenueNet;PaymentsForProceedsFromOtherInvestingActivities;PaymentsForRepurchaseOfCommonStock;PaymentsRelatedToTaxWithholdingForShareBasedCompensation;PaymentsToAcquirePropertyPlantAndEquipment;PaymentsToMinorityShareholders;PreferredStockValue;PrepaidExpenseAndOtherAssetsCurrent;ProceedsFromPaymentsForOtherFinancingActivities;ProceedsFromStockOptionsExercised;ProfitLoss;PropertyPlantAndEquipmentNet;ReceivablesNetCurrent;ResearchAndDevelopmentExpense;RestrictedCashAndCashEquivalentsAtCarryingValue;RestrictedCashAndCashEquivalentsNoncurrent;RetainedEarningsAccumulatedDeficit;RevenueFromContractWithCustomerExcludingAssessedTax;RevenueNotFromContractWithCustomer;RevenueNotFromContractWithCustomerOther;Revenues;SalesRevenueFromEnergyCommoditiesAndServices;SellingGeneralAndAdministrativeExpense;ShareBasedCompensation;SharebasedCompensationArrangementBySharebasedPaymentAwardCompensationCost1;StockholdersEquity;StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest;StockIssuedDuringPeriodValueShareBasedCompensationGross;StockRepurchaseProgramRemainingAuthorizedRepurchaseAmount1;TreasuryStockValue;TreasuryStockValueAcquiredCostMethod;VariableLeaseIncome
2016-09-30;38569000.0;23979000.0;699996000.0;3112753000.0;7776333.333333333;33000000.0;15666666.666666666;22689080000.0;2104727000.0;990132000.0;1849000000.0;705000.0;1327126.5291863084;527666666.6666667;-55426750.68854615;63000000.0;-471348708.3374233;192097083.3317939;1781511000.0;1131026663.6325412;294059000.0;20815024000.0;258199000.0;998151567.9697678;26709000.0;6500000.0;49000000.0;49000000.0;-2707618628.668291;19000000.0;11247000.0;2926825109.3524666;116472955.0662163;61829000.0;268601000.0;104318000.0;7000000.0;0.0;11058000.0;1539320363.278187;1341079249.088371;2220980978.8988843;1147210769.6879547;219934243.35174125;214230780.1154263;202721710.6964176;171963816.11287838;203354394.16315433;672865577.7962518;30000000.0;-9549212.59842519;-26000000.0;61409000.0;76819000.0;-129000000.0;2000000.0;3666666.666666667;-60000000.0;-7666666.666666667;-35333333.333333336;10333333.333333334;193000000.0;357010405.2434865;341000000.0;148000000.0;113666666.66666667;228434000.0;63853000.0;585819254.3024921;181731401.0586396;1799712210.456667;152768132.59333134;-74009728.38508892;-148409324.9213029;-352064538.9086243;-134852448.68560675;425555869.6520672;1827567359.8703651;90450955.973099;22689080000.0;2608878000.0;19033513000.0;19033513000.0;2308458000.0;20032666.666666668;1871000000.0;-1249333333.3333333;162333333.3333333;-1557246072.1351156;-30000000.0;-144000000.0;399000000.0;61000000.0;450000000.0;-4808021597.046775;85361554.21017465;1364019714.0299091;1401865003.041394;848608988.397759;1433869567.4377687;19032000.0;69030000.0;88181000.0;279434000.0;27000.0;264000.0;65849000.0;-333333.3333333334;0.0;14946000.0;2000000.0;-13333333.333333332;147441140.46881747;1000000.0;1262666666.6666667;20000000.0;0.0;65423213.46160531;1428.5714285714284;50000.0;-2392618365.9023438;19891666000.0;154167000.0;2000000.0;827545000.0;31128000.0;-4343646000.0;1209000000.0;-80194379.81614804;164485770.5748442;;-2552860.879576303;59000000.0;21333333.333333332;40000000.0;-1602719000.0;705739000.0;;8325597944.9438;372531000.0;341333.33333333326;
2017-03-31;54000000.0;;683000000.0;3218000000.0;5000000.0;24000000.0;17000000.0;26056000000.0;2419000000.0;923000000.0;2941000000.0;724666.6666666666;1000000.0;503000000.0;-7256232.388407946;63000000.0;98880261.47570539;754703091.696335;24000000.0;1043856835.7865995;244000000.0;24112000000.0;290000000.0;887392966.3448858;63000000.0;5000000.0;70000000.0;70000000.0;755815567.1946449;19000000.0;44000000.0;3468862770.862191;-55250808.29922287;47000000.0;38000000.0;52000000.0;8000000.0;0.0;10000000.0;1499806951.6021194;1303475875.3341496;2176810104.2564764;1157851200.4075494;212346603.91597098;206691865.82050708;195715174.26010013;165248248.0495006;177403879.9222152;668209848.1000073;1000000.0;-9000000.0;-42000000.0;61409000.0;77000000.0;172000000.0;0.0;6000000.0;-76000000.0;-11000000.0;-54000000.0;12000000.0;189000000.0;345901446.9817349;354000000.0;165000000.0;163000000.0;198000000.0;113000000.0;1174562192.036002;215783628.42039633;2390576184.013441;489167996.6027584;-209446880.91151714;-135836628.67719197;-444876660.6037314;35249834.33870369;334163326.7731869;2027647857.3240037;142293190.25590512;26056000000.0;871000000.0;24088000000.0;24088000000.0;2331000000.0;20000000.0;2095000000.0;-1290000000.0;309000000.0;-2058471655.411304;118000000.0;-204000000.0;1143000000.0;78000000.0;835000000.0;-6404287361.864971;159609569.08417043;1817138953.858671;1558755237.8073223;1310665529.726563;1937384124.3990178;25000000.0;74000000.0;30000000.0;238000000.0;3013500.0;369142.85714285716;59000000.0;0.0;2000000.0;13000000.0;3000000.0;-29000000.0;98870283.9903965;1000000.0;1319000000.0;20000000.0;0.0;3320977.1969805807;1142.857142857143;50000.0;-3169643159.5622025;22016000000.0;290000000.0;3000000.0;1000000000.0;1018000000.0;-4180000000.0;1209000000.0;-80992392.26586846;187146025.74479768;;-820966.0750092715;54000000.0;24000000.0;32000000.0;-1336000000.0;995000000.0;;8388732687.085161;375000000.0;1000000.0;
2017-06-30;62000000.0;;674000000.0;3228000000.0;7750000.0;22000000.0;17000000.0;26600000000.0;2368000000.0;796000000.0;2544000000.0;744333.3333333334;1000000.0;454750000.0;4743353.581271708;77250000.0;171688058.17617917;833991484.0829747;0.0;987456526.3970551;197000000.0;24654000000.0;302000000.0;938730796.6764951;65000000.0;3000000.0;89000000.0;90000000.0;1237667527.7307463;20000000.0;43000000.0;2663096121.461425;27298260.874882706;39000000.0;54000000.0;80000000.0;5000000.0;2000000.0;65000000.0;1290877630.2889318;1134267362.9467597;1866001752.27378;960835409.2090743;180676088.83374968;175881774.32103962;164149542.0494149;144040259.99548364;196420495.0941188;568838667.3033144;-36000000.0;-9000000.0;-33000000.0;52625964.48731677;77000000.0;22000000.0;1000000.0;63750000.0;-96000000.0;-6250000.0;-70500000.0;6500000.0;189000000.0;345555284.5436034;377000000.0;188000000.0;192750000.0;207000000.0;150000000.0;796254349.4972086;172863771.8429877;2162463385.0764103;248401501.8264532;-75684435.3813057;-109844978.53469539;-249583969.59150684;126576449.06598526;336397601.4378474;1553180673.596724;110445417.48295893;26600000000.0;840000000.0;24654000000.0;24654000000.0;2617000000.0;50750000.0;1600250000.0;-1161500000.0;349000000.0;-1588605887.076457;306000000.0;-252000000.0;1171000000.0;117000000.0;967000000.0;-4907863557.782594;107210997.49937186;1659572039.4844255;1408941873.0752907;1136487478.0217757;1757279627.0767305;41000000.0;86000000.0;22000000.0;295000000.0;6000000.0;474285.7142857143;45000000.0;2500000.0;5000000.0;22000000.0;4000000.0;-21750000.0;91168391.42957592;2250000.0;1183250000.0;50750000.0;0.0;34864150.19695565;857.1428571428571;50000.0;-2441220423.313565;22904000000.0;283000000.0;1000000.0;1032000000.0;716000000.0;-4465000000.0;1230000000.0;-80593386.04100825;152911895.97001958;;586487.7293288037;61000000.0;25000000.0;27000000.0;-1613000000.0;1004000000.0;;9496813356.716406;377000000.0;2250000.0;
2017-09-30;59000000.0;;722000000.0;3238000000.0;10500000.0;18000000.0;17000000.0;27134000000.0;3031000000.0;919000000.0;2575000000.0;764000.0;1000000.0;406500000.0;7784973.923421264;91500000.0;-287319063.09647274;386840373.15218985;41000000.0;928914483.5435839;159000000.0;24964000000.0;314000000.0;1049246601.411505;134000000.0;2000000.0;91000000.0;92000000.0;1243797763.3431945;12000000.0;37000000.0;2000553830.3108416;66611363.50674428;55000000.0;52000000.0;110000000.0;4000000.0;1000000.0;64000000.0;1284386442.6543195;1145026326.399364;1815157734.347371;895868727.5325134;178353223.10203576;173634465.1775548;159198681.51297408;146760533.33195648;230004153.24496087;526294441.62944704;-2000000.0;-9000000.0;-25000000.0;51780353.951089874;77000000.0;88000000.0;-2000000.0;121500000.0;-116000000.0;-1500000.0;-87000000.0;1000000.0;203000000.0;345071380.50377;389000000.0;186000000.0;222500000.0;220000000.0;133000000.0;873136911.0421271;120716447.82485023;1834785421.3360739;-13222514.168186188;18411741.72463131;-111214018.18362308;-122682382.1948086;217930912.47226703;325820484.7789755;1075125786.795327;85499956.56395958;27134000000.0;1011000000.0;24923000000.0;24923000000.0;2976000000.0;81500000.0;1105500000.0;-1033000000.0;389000000.0;-1653145914.5716434;379000000.0;-209000000.0;1332000000.0;114000000.0;1106000000.0;-5113474094.849543;57564564.979338974;1484083016.0794542;1258358166.512481;967598825.6806259;1586501030.0220497;33000000.0;112000000.0;22000000.0;298000000.0;5687500.0;579428.5714285714;63000000.0;5000000.0;4000000.0;23000000.0;5000000.0;-14500000.0;86870894.07075936;3500000.0;1047500000.0;81500000.0;0.0;67846618.07324505;535694.1341997506;497166.514373171;-2541303824.033499;23466000000.0;264000000.0;3000000.0;1590000000.0;66000000.0;-4754000000.0;1416000000.0;-81790404.71558888;109386870.52773291;;853718.3669521436;64000000.0;26000000.0;22000000.0;-1893000000.0;1083000000.0;0.0;11728633871.753387;378000000.0;3500000.0;
2017-12-31;40000000.0;;725500000.0;3251000000.0;13250000.0;23000000.0;17000000.0;27737500000.0;3149500000.0;817000000.0;2498500000.0;783666.6666666666;1000000.0;358250000.0;-11173454.271102488;105750000.0;-612022270.0275155;70182591.14268792;20500000.0;791000000.0;148500000.0;25310000000.0;303500000.0;1025366018.7906265;127000000.0;1000000.0;99500000.0;100500000.0;800593759.9886062;17500000.0;59000000.0;1293765545.24702;81924418.26680195;40000000.0;30500000.0;78500000.0;5000000.0;1500000.0;64000000.0;989694093.2711391;896385273.8670938;1391182525.3792882;657525273.576132;136424092.02888978;132924315.81428525;119623925.4248605;117110878.48626103;214227800.25217235;399581826.422923;37500000.0;-4500000.0;-12500000.0;56727003.84466538;77000000.0;351500000.0;6500000.0;179250000.0;-136000000.0;3250000.0;-103500000.0;-4500000.0;195500000.0;343582347.3544354;396500000.0;201000000.0;252250000.0;235500000.0;128000000.0;719933472.4038401;79213192.62987825;1807269645.5059042;-322944101.1104479;196974491.4343853;-75497626.69949102;133678599.80725896;393120553.78320575;263010050.75042248;486739653.6967593;69616646.17166471;27737500000.0;953000000.0;25289500000.0;25289500000.0;3040000000.0;112250000.0;610750000.0;-904500000.0;429000000.0;-2646578987.713839;311000000.0;-170500000.0;1749000000.0;127000000.0;1300500000.0;-8277594946.418839;10522803.578560084;1535304494.196691;1169715974.9044657;966159771.1646247;1637168766.5139208;42000000.0;107500000.0;29000000.0;295000000.0;5375000.0;684571.4285714286;68500000.0;7500000.0;5500000.0;23000000.0;7500000.0;-7250000.0;82130088.8942765;4750000.0;911750000.0;112250000.0;0.0;41504289.305375606;740056.155861415;758024.349531549;-4081510248.2106233;23970000000.0;435000000.0;2000000.0;1643000000.0;38500000.0;-4512000000.0;1827000000.0;-78398851.80427709;75783022.67362025;;2593737.2615820244;65500000.0;27000000.0;28000000.0;-1645000000.0;1395000000.0;0.0;11250697496.621183;385000000.0;4750000.0;
2018-03-31;21000000.0;;729000000.0;3264000000.0;16000000.0;28000000.0;17000000.0;28341000000.0;3268000000.0;715000000.0;2422000000.0;;1000000.0;310000000.0;-30131882.46562624;120000000.0;1027000000.0;1649072158.981331;0.0;791000000.0;138000000.0;25656000000.0;293000000.0;655391487.4437354;120000000.0;0.0;108000000.0;109000000.0;357389756.6340165;23000000.0;81000000.0;586977260.1831982;97237473.02685975;25000000.0;9000000.0;47000000.0;6000000.0;2000000.0;64000000.0;695001743.8879596;647744221.3348243;967207316.4112068;419181819.61975336;94494960.95574415;92214166.45101604;80049169.33674744;87461223.64056611;198451447.25938112;272869211.2163996;77000000.0;0.0;0.0;61673653.738240875;77000000.0;615000000.0;15000000.0;237000000.0;-156000000.0;8000000.0;-120000000.0;-10000000.0;188000000.0;342093314.2051008;404000000.0;216000000.0;282000000.0;251000000.0;123000000.0;557945329.9733949;34504014.75882223;1714509181.4060564;-365810606.0898304;260142077.74268913;-35258572.27525067;290894501.94753003;472660565.7800027;200199616.72186947;189523965.64162925;53733335.7793697;28341000000.0;895000000.0;25656000000.0;25656000000.0;3104000000.0;143000000.0;116000000.0;-776000000.0;469000000.0;-3640012060.8560357;243000000.0;-132000000.0;2166000000.0;140000000.0;1495000000.0;-11441715797.98814;-24441073.97566873;1477814558.277801;1054722740.1631439;899678759.7631675;1570105966.295864;51000000.0;103000000.0;36000000.0;292000000.0;5062500.0;;74000000.0;10000000.0;7000000.0;23000000.0;10000000.0;0.0;77242828.18068218;6000000.0;776000000.0;143000000.0;0.0;15161960.537506342;0.0;1059393.9854121818;-5621716672.387748;24474000000.0;606000000.0;1000000.0;1696000000.0;11000000.0;-4270000000.0;2238000000.0;-57000000.0;44000000.0;;78952.59911254584;67000000.0;28000000.0;34000000.0;-1397000000.0;1707000000.0;0.0;10772761121.489166;392000000.0;6000000.0;
2018-06-30;29000000.0;;1382000000.0;3664000000.0;23000000.0;30000000.0;17250000.0;30327000000.0;3966000000.0;874000000.0;3271000000.0;;1000000.0;359750000.0;-11950506.425461888;99000000.0;1027000000.0;1674341519.365726;137000000.0;791000000.0;97000000.0;26919000000.0;293000000.0;669542203.4521744;99000000.0;0.0;111000000.0;111000000.0;691448093.2639194;37000000.0;107000000.0;712671439.4405458;224941093.94505534;81000000.0;24000000.0;75000000.0;7000000.0;0.0;64000000.0;414152118.25870585;385877737.09630364;620981993.9405757;294425836.61647654;56221872.67848109;54957972.880677074;48010831.116450764;53491529.47563651;117392864.00048049;207332577.51439273;32000000.0;0.0;0.0;63182321.65101563;77000000.0;147000000.0;-3000000.0;153000000.0;-153500000.0;-1750000.0;-101000000.0;-10000000.0;196000000.0;330223753.2320173;412000000.0;216000000.0;238500000.0;385000000.0;233000000.0;921937266.6918142;89425084.62329328;1092961444.9575987;-59356815.74501228;82631953.52761555;-30530242.71316147;56664629.84842688;277450040.6156621;356824692.3291534;127941220.09989399;61094626.98648421;30327000000.0;1728000000.0;26782000000.0;26782000000.0;2751000000.0;145000000.0;110500000.0;-744750000.0;454750000.0;-3302874229.323906;168000000.0;-189000000.0;1442000000.0;147000000.0;1207000000.0;-10368053932.553862;62079686.957499534;981935572.7428219;671346101.7799497;588321018.5600412;1067006174.5565467;52000000.0;156000000.0;30000000.0;309000000.0;4750000.0;;59000000.0;7500000.0;10000000.0;25000000.0;33000000.0;500000.0;58726142.85486221;7500000.0;738250000.0;143250000.0;0.0;-2444661.8788371384;-250000.0;1425930.5402087357;-5099081883.8786545;25760000000.0;278000000.0;3000000.0;2386000000.0;11000000.0;-4288000000.0;1594000000.0;-57000000.0;44000000.0;;-2278433.91559723;73000000.0;28000000.0;37000000.0;-1017000000.0;1734000000.0;0.0;7082969472.795877;394000000.0;2000000.0;
2018-09-30;80000000.0;;987000000.0;4009000000.0;26000000.0;31000000.0;17500000.0;30740000000.0;3670000000.0;989000000.0;2932000000.0;;1000000.0;409500000.0;68190984.98534176;120000000.0;1027000000.0;1655000000.0;66000000.0;784000000.0;78000000.0;27504000000.0;293000000.0;527646338.2994752;120000000.0;0.0;112000000.0;113000000.0;737247991.9932902;63000000.0;121000000.0;374815467.0956764;240316329.4234646;96000000.0;16000000.0;113000000.0;7000000.0;1000000.0;92000000.0;59000000.0;58000000.0;194000000.0;146000000.0;10000000.0;10000000.0;10000000.0;10000000.0;8000000.0;135000000.0;23000000.0;-8000000.0;0.0;64739485.014454186;77000000.0;230000000.0;3000000.0;69000000.0;-151000000.0;-11500000.0;-82000000.0;-10000000.0;205000000.0;292220762.69613373;426000000.0;221000000.0;195000000.0;252000000.0;298000000.0;140000000.0;37000000.0;648000000.0;167000000.0;18000000.0;18000000.0;31000000.0;138000000.0;276000000.0;116000000.0;32000000.0;30740000000.0;1350000000.0;27438000000.0;27438000000.0;2440000000.0;147000000.0;105000000.0;-713500000.0;440500000.0;-4137983988.513355;162000000.0;-195000000.0;1442000000.0;170000000.0;1394000000.0;-13027853318.132372;-480187.0307557285;532000000.0;325000000.0;207000000.0;542000000.0;67000000.0;131000000.0;29000000.0;295000000.0;;1000000.0;76000000.0;5000000.0;15000000.0;14000000.0;33000000.0;1000000.0;50173916.4697904;9000000.0;700500000.0;143500000.0;0.0;-28130329.044783935;-500000.0;1670620.4434769691;-6393801024.192286;26499000000.0;243000000.0;2000000.0;1943000000.0;0.0;-4223000000.0;1832000000.0;-57000000.0;44000000.0;;-2909876.7320373487;74000000.0;28000000.0;38000000.0;-609000000.0;1831000000.0;0.0;783659336.7399044;396000000.0;2000000.0;5000000.0
2018-12-31;73000000.0;;1044000000.0;4036000000.0;27000000.0;29500000.0;17750000.0;31812500000.0;3783000000.0;1041000000.0;2971500000.0;;1000000.0;459250000.0;71175630.62436816;114000000.0;1120500000.0;1655000000.0;33000000.0;771500000.0;72000000.0;28115000000.0;364995539.1312982;222702416.1735716;114000000.0;0.0;127500000.0;128500000.0;627345921.8792026;85000000.0;81500000.0;429033133.4369658;207233216.65231597;66500000.0;27500000.0;76000000.0;5500000.0;1000000.0;104500000.0;59000000.0;58000000.0;194000000.0;146000000.0;10000000.0;10000000.0;10000000.0;10000000.0;8000000.0;135000000.0;-6000000.0;-5000000.0;;71898250.00895542;77000000.0;285000000.0;3000000.0;-15000000.0;-148500000.0;-21250000.0;-63000000.0;-10000000.0;2000000.0;282475239.10855335;437000000.0;234000000.0;151500000.0;268500000.0;288500000.0;140000000.0;37000000.0;648000000.0;167000000.0;18000000.0;18000000.0;31000000.0;138000000.0;276000000.0;116000000.0;32000000.0;31812500000.0;1504500000.0;28082000000.0;28082000000.0;2473500000.0;145500000.0;99500000.0;-682250000.0;426250000.0;-4549777443.932761;179000000.0;-230500000.0;1442000000.0;195500000.0;1524500000.0;-14339439222.213842;11155357.899909198;532000000.0;325000000.0;207000000.0;542000000.0;57000000.0;118500000.0;31500000.0;306000000.0;;9000000.0;67000000.0;2500000.0;15500000.0;32500000.0;33000000.0;1500000.0;41194888.28332925;10500000.0;662750000.0;143750000.0;0.0;-47984823.805320635;-750000.0;2114254.2209880734;-7032244342.903528;27226000000.0;316500000.0;1500000.0;2175000000.0;0.0;-4119000000.0;1990500000.0;9000000.0;40500000.0;;-1668039.1930384487;73500000.0;28000000.0;35000000.0;-489000000.0;1984500000.0;0.0;758065813.2386959;407000000.0;7000000.0;5000000.0
2019-03-31;66000000.0;;1101000000.0;4063000000.0;28000000.0;28000000.0;18000000.0;32885000000.0;3896000000.0;1093000000.0;3011000000.0;;1000000.0;509000000.0;74160276.26339397;108000000.0;1214000000.0;1655000000.0;0.0;759000000.0;58000000.0;28726000000.0;368106429.2102859;-82241505.95233274;108000000.0;;143000000.0;144000000.0;517443851.7651148;107000000.0;42000000.0;483250799.77825534;174150103.88116735;37000000.0;39000000.0;39000000.0;4000000.0;1000000.0;117000000.0;59000000.0;58000000.0;194000000.0;146000000.0;10000000.0;10000000.0;10000000.0;10000000.0;8000000.0;135000000.0;-35000000.0;-2000000.0;;72723341.42542282;77000000.0;340000000.0;3000000.0;-99000000.0;-146000000.0;-31000000.0;-44000000.0;-10000000.0;-201000000.0;272729715.5209729;448000000.0;247000000.0;108000000.0;285000000.0;279000000.0;140000000.0;37000000.0;648000000.0;167000000.0;18000000.0;18000000.0;31000000.0;138000000.0;276000000.0;116000000.0;32000000.0;32885000000.0;1659000000.0;28726000000.0;28726000000.0;2507000000.0;144000000.0;94000000.0;-651000000.0;412000000.0;23451559817.42491;196000000.0;-266000000.0;3004243879.8418446;221000000.0;1655000000.0;74844548717.11934;23000000.0;532000000.0;325000000.0;207000000.0;542000000.0;47000000.0;106000000.0;34000000.0;317000000.0;;17000000.0;58000000.0;0.0;16000000.0;51000000.0;;2000000.0;0.0;12000000.0;625000000.0;144000000.0;0.0;-67858158.68351877;-1000000.0;2557887.998499183;36380107072.02181;27953000000.0;390000000.0;1000000.0;1918000000.0;0.0;-4015000000.0;2149000000.0;75000000.0;37000000.0;;-426201.65403954894;73000000.0;28000000.0;32000000.0;-369000000.0;2138000000.0;0.0;841000000.0;418000000.0;12000000.0;5000000.0
2019-06-30;120000000.0;;1572000000.0;4097000000.0;33000000.0;33000000.0;22666666.666666668;34572000000.0;4425000000.0;2279000000.0;3440000000.0;;1000000.0;424333333.3333333;154983457.31392658;136000000.0;1277000000.0;1860000000.0;0.0;752000000.0;55000000.0;29944000000.0;369227782.7715132;400000000.0;136000000.0;;203000000.0;204000000.0;274808444.2299471;127000000.0;103000000.0;754003732.7924471;197816803.6090495;84000000.0;94000000.0;58000000.0;1000000.0;0.0;124000000.0;59000000.0;58000000.0;191000000.0;146000000.0;10000000.0;10000000.0;10000000.0;10000000.0;5000000.0;132000000.0;-74000000.0;-4000000.0;;74773299.60967799;77000000.0;2000000.0;0.0;-73666666.66666667;-156000000.0;-43000000.0;-54000000.0;-13000000.0;-86000000.0;59000000.0;458000000.0;372000000.0;170333333.33333334;405000000.0;290000000.0;144000000.0;31000000.0;602000000.0;166000000.0;19000000.0;19000000.0;39000000.0;167000000.0;192000000.0;108000000.0;13000000.0;34572000000.0;2207000000.0;29944000000.0;29944000000.0;2477000000.0;146000000.0;34333333.333333336;-652000000.0;466000000.0;18201220606.50298;116000000.0;-430000000.0;3336536396.747938;295000000.0;1860000000.0;58122285289.276695;23000000.0;494000000.0;292000000.0;202000000.0;502000000.0;74000000.0;135000000.0;37000000.0;337000000.0;;3000000.0;44000000.0;0.0;16000000.0;31000000.0;;4000000.0;3000000.0;21000000.0;602000000.0;147333333.33333334;0.0;-71369278.34388444;-666666.6666666667;4104778.9634400047;28240161108.51925;29073000000.0;433000000.0;3000000.0;1781727272.7272727;;-4129000000.0;2168000000.0;93000000.0;31000000.0;;-2404722.478885254;77000000.0;28333333.333333332;34000000.0;-454000000.0;2023000000.0;0.0;841000000.0;423000000.0;2000000.0;5000000.0
2019-09-30;50000000.0;;1199000000.0;4130000000.0;33000000.0;33000000.0;27333333.333333336;34705000000.0;4185000000.0;2539000000.0;3117000000.0;;1000000.0;339666666.6666666;58000000.0;171000000.0;1267000000.0;1863000000.0;11000000.0;723000000.0;50000000.0;30806000000.0;369312172.97307795;400000000.0;171000000.0;;211000000.0;213000000.0;-346663492.72908545;140000000.0;123000000.0;47195797.98254365;552506914.3964684;181000000.0;245000000.0;83000000.0;2000000.0;2000000.0;73000000.0;62000000.0;58000000.0;191000000.0;146000000.0;10000000.0;10000000.0;10000000.0;10000000.0;5000000.0;129000000.0;-78000000.0;-1000000.0;;69547823.83540419;77000000.0;-263000000.0;-3000000.0;-48333333.333333336;-166000000.0;-55000000.0;-64000000.0;-16000000.0;73000000.0;59000000.0;468000000.0;395000000.0;232666666.6666667;318000000.0;288000000.0;166000000.0;28000000.0;586000000.0;166000000.0;19000000.0;19000000.0;51000000.0;218000000.0;113000000.0;106000000.0;3000000.0;34705000000.0;1892000000.0;30795000000.0;30795000000.0;2386000000.0;149000000.0;-25333333.33333333;-653000000.0;520000000.0;13997900670.02831;58000000.0;-570000000.0;3199774850.763033;308000000.0;1863000000.0;44734764897.63903;23000000.0;480000000.0;275000000.0;203000000.0;493000000.0;81000000.0;133000000.0;47000000.0;287000000.0;;5000000.0;26000000.0;0.0;-70000000.0;49000000.0;;6000000.0;156000000.0;30000000.0;579000000.0;150666666.66666666;0.0;-49056406.19704284;-333333.3333333334;5883379.440220636;21723477964.619907;29490000000.0;507000000.0;2000000.0;1645454545.4545455;;-4447000000.0;2078000000.0;64000000.0;28000000.0;;-6488052.691864688;72000000.0;28666666.666666668;35000000.0;-900000000.0;1486000000.0;0.0;841000000.0;584000000.0;5000000.0;5000000.0
